id,document,component_name,schema_name
ReversalTDS_AmountinTransactionCurrency_80,"Schema Name: ReversalTDS
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a component in the ReversalTDS schema that calculates the amount in transaction currency by subtracting the value divided by the exchange rate.
        Technical Logic: The component_expr '-(Value/ExchangeRate)' is a mathematical expression that performs division and negation to calculate the amount in transaction currency.",AmountinTransactionCurrency,ReversalTDS
ReversalProvisionExpAcc_journalsno_81,"Schema Name: ReversalProvisionExpAcc
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the ReversalProvisionExpAcc schema that represents the journal number (journalsno) for the MATH model, specifically for cost calculations.
        Technical Logic: The component_expr value of '1' indicates a simple literal value, and the component_type_value of 'COST' specifies that this component is used for cost-related calculations. The criteria_count of 1 suggests that this component is used as a single criteria in a calculation.",journalsno,ReversalProvisionExpAcc
ReversalProvisionExpAcc_ExchangeRate_82,"Schema Name: ReversalProvisionExpAcc
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",ExchangeRate,ReversalProvisionExpAcc
ReversalProvisionExpAcc_ProvisionValue_83,"Schema Name: ReversalProvisionExpAcc
        Component Name: ProvisionValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of provision value for PO&IP status, which is used in the ReversalProvisionExpAcc schema.
        Technical Logic: The component_expr uses a JSON object to link the document number and item ID, and then the SUMFROMSCHEMA component type aggregates the COST value from the schema, resulting in a total cost of provision value.",ProvisionValue,ReversalProvisionExpAcc
ReversalProvisionExpAcc_BillValue_84,"Schema Name: ReversalProvisionExpAcc
        Component Name: BillValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of a bill item by summing the cost from the ReversalProvisionExpAcc schema.
        Technical Logic: The component_expr is a JSON object that defines the fields to be used in the calculation, and the component_type_value 'COST' specifies that the sum should be taken from the COST field in the schema.",BillValue,ReversalProvisionExpAcc
ReversalProvisionExpAcc_currentprovisionvalue_85,"Schema Name: ReversalProvisionExpAcc
        Component Name: currentprovisionvalue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the current provision value for the 'PO&IP_Status' model, specifically summing up the 'COST' value from the 'ReversalProvisionExpAcc' schema.
        Technical Logic: The component_expr is a JSON object that references a link and an item ID, which is used to fetch data from another schema. The component_type is set to 'SUMFROMSCHEMA', indicating that the component will sum up values from the referenced schema.",currentprovisionvalue,ReversalProvisionExpAcc
ReversalProvisionExpAcc_Value_86,"Schema Name: ReversalProvisionExpAcc
        Component Name: Value
        Component Type: COSTPROVISION-VALUE
        Business Purpose: This row represents a component in the ReversalProvisionExpAcc schema that calculates the cost of a provision.
        Technical Logic: The component 'Value' of type 'COSTPROVISION-VALUE' with a value of 'COST' is used in the ReversalProvisionExpAcc schema, likely as part of a calculation to determine the total cost of a provision, with 1 criteria applied.",Value,ReversalProvisionExpAcc
ReversalProvisionExpAcc_AmountinLocalCurrency_87,"Schema Name: ReversalProvisionExpAcc
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row represents a component in the ReversalProvisionExpAcc schema that calculates the amount in local currency, specifically the cost, by subtracting the value.
        Technical Logic: The component_expr '-(Value)' indicates that the component is a mathematical operation that subtracts the 'Value' component from an unknown value, likely the total or a related component.",AmountinLocalCurrency,ReversalProvisionExpAcc
ReversalProvisionExpAcc_AmountinTransactionCurrency_88,"Schema Name: ReversalProvisionExpAcc
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a component in the ReversalProvisionExpAcc schema that calculates the Amount in Transaction Currency by subtracting the Value from the Exchange Rate.
        Technical Logic: The component_expr '-(Value/ExchangeRate)' is a mathematical expression that performs division and negation to calculate the Amount in Transaction Currency.",AmountinTransactionCurrency,ReversalProvisionExpAcc
ReversalProvision_journalsno_89,"Schema Name: ReversalProvision
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the ReversalProvision schema that calculates the cost of a journal with a specific model ID (MATH) based on a single criteria.
        Technical Logic: The component_expr '1' indicates that the component always returns a value of 1, which is likely used as a cost value in the calculation. The component_type 'MATH' and component_type_value 'COST' suggest that this component is part of a mathematical model that calculates costs.",journalsno,ReversalProvision
ReversalProvision_ExchangeRate_90,"Schema Name: ReversalProvision
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",ExchangeRate,ReversalProvision
ReversalProvision_ProvisionValue_91,"Schema Name: ReversalProvision
        Component Name: ProvisionValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a provision value component in the ReversalProvision schema, which calculates the total cost of an item.
        Technical Logic: The component_expr field contains a JSON object that references a link and an item ID, which is used to fetch the relevant data for the SUMFROMSCHEMA operation, resulting in a total cost value.",ProvisionValue,ReversalProvision
ReversalProvision_TDSValue_92,"Schema Name: ReversalProvision
        Component Name: TDSValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the ReversalProvision schema that calculates the sum of costs from another schema, specifically for the ReversalTDS model.
        Technical Logic: The component uses a SUMFROMSCHEMA operation to aggregate data from another schema, based on the provided criteria, and stores the result in the TDSValue component.",TDSValue,ReversalProvision
ReversalProvision_Value_93,"Schema Name: ReversalProvision
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row defines a component in the ReversalProvision schema that calculates the total provision value by adding the ProvisionValue and TDSValue.
        Technical Logic: The component_expr 'ProvisionValue + TDSValue' is evaluated to calculate the total provision value, where ProvisionValue and TDSValue are likely calculated elsewhere in the system.",Value,ReversalProvision
ReversalProvision_AmountinLocalCurrency_94,"Schema Name: ReversalProvision
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the ReversalProvision schema, specifically the AmountinLocalCurrency, which is a mathematical component that calculates the cost in local currency.
        Technical Logic: The AmountinLocalCurrency component is a MATH component of type COST, using the 'Value' expression, and is associated with a single criteria, making it a simple calculation based on a single input value.",AmountinLocalCurrency,ReversalProvision
ReversalProvision_AmountinTransactionCurrency_95,"Schema Name: ReversalProvision
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the ReversalProvision schema that calculates the Amount in Transaction Currency, which is the cost of a transaction after applying the exchange rate.
        Technical Logic: The component uses a mathematical operation (MATH) to calculate the component_expr 'Value/ExchangeRate', resulting in a single criteria (criteria_count = 1).",AmountinTransactionCurrency,ReversalProvision
ExpAccBill_I_journalsno_96,"Schema Name: ExpAccBill_I
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the 'ExpAccBill_I' schema that represents the journal number for a mathematical model 'MATH', specifically for calculating the 'COST' of a component.
        Technical Logic: The component 'journalsno' is a mathematical component of type 'MATH' that uses the expression '1' and is evaluated once, as indicated by the 'criteria_count' of 1.",journalsno,ExpAccBill_I
ExpAccBill_I_ExchangeRate_97,"Schema Name: ExpAccBill_I
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate from the 'COST' schema for the 'Bill_Item' model, allowing the system to accurately calculate exchange rates for billing items.
        Technical Logic: The 'FETCHFROMSCHEMA' component fetches data from the 'COST' schema, using the 'component_expr' to filter by 'documentnumber', and returns the result to the 'Bill_Item' model, with a criteria count of 1.",ExchangeRate,ExpAccBill_I
ExpAccBill_I_Value_98,"Schema Name: ExpAccBill_I
        Component Name: Value
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'Value' in the 'ExpAccBill_I' schema, which calculates the total cost of a bill item in the 'Bill_Item' model.
        Technical Logic: The component uses the 'SUMFROMSCHEMA' type to sum the 'COST' value from the schema, and the component expression is a JSON object that defines the fields to be included in the calculation.",Value,ExpAccBill_I
ExpAccBill_I_AmountinLocalCurrency_99,"Schema Name: ExpAccBill_I
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the ExpAccBill_I schema that calculates the amount in local currency, specifically the cost, based on a value.
        Technical Logic: The component 'AmountinLocalCurrency' of type 'MATH' with value 'COST' and expression 'Value' is used in the ExpAccBill_I schema, indicating a mathematical operation to calculate the cost based on a given value.",AmountinLocalCurrency,ExpAccBill_I
ExpAccBill_I_AmountinTransactionCurrency_100,"Schema Name: ExpAccBill_I
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a component in the 'ExpAccBill_I' schema that calculates the 'Amount in Transaction Currency' based on the 'Value' and 'Exchange Rate', which is used as a criteria in a mathematical model.
        Technical Logic: The 'AmountinTransactionCurrency' component is a mathematical operation that divides the 'Value' by the 'ExchangeRate' to produce the final result, which is then used as a criteria in the 'MATH' model with an ID of 'MATH'.",AmountinTransactionCurrency,ExpAccBill_I
GSTAccBill_I_journalsno_101,"Schema Name: GSTAccBill_I
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the GSTAccBill_I schema, specifically the 'journalsno' field, which is used to track the cost of a mathematical model 'MATH'.
        Technical Logic: The 'journalsno' component is a mathematical field of type 'COST' with a value of '1', and it is used in a criteria count of 1. This suggests that the component is used as a single criteria in a mathematical calculation or model.",journalsno,GSTAccBill_I
GSTAccBill_I_ExchangeRate_102,"Schema Name: GSTAccBill_I
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate from the schema 'GSTAccBill_I' for the 'Bill_Item' model, specifically for the 'COST' component, and uses it as a criteria for filtering.
        Technical Logic: The component_expr '{\""documentnumber\"":\""documentnumber\""}' is a JSON expression that is evaluated to filter the data, and the component_type 'FETCHFROMSCHEMA' indicates that the exchange rate is fetched from the schema 'GSTAccBill_I' using the 'component_type_value' 'COST'.",ExchangeRate,GSTAccBill_I
GSTAccBill_I_Parameter1_103,"Schema Name: GSTAccBill_I
        Component Name: Parameter1
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the 'COST' value from the schema 'GSTAccBill_I' for the model 'AD' based on specific criteria, and stores it in the 'Parameter1' component.
        Technical Logic: The component 'Parameter1' uses the 'FETCHFROMSCHEMA' type to retrieve data from the 'GSTAccBill_I' schema, specifically the 'COST' value, and stores it in a JSON object with predefined keys such as 'itemtype', 'Accountgroup', 'Accountclass', 'AccountCode', and 'LedgerName'.",Parameter1,GSTAccBill_I
GSTAccBill_I_BillBaseValue_104,"Schema Name: GSTAccBill_I
        Component Name: BillBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the GSTAccBill_I schema that calculates the sum of the COST value from the Bill_Item model, filtered by specific criteria.
        Technical Logic: The component_expr field uses a JSON object to specify the criteria for the SUMFROMSCHEMA operation, which aggregates the COST value from the Bill_Item model based on the documentnumber, ItemID, taxcode, ForPrdFrom, ForPrdTo, and Linkref fields.",BillBaseValue,GSTAccBill_I
GSTAccBill_I_NValue_105,"Schema Name: GSTAccBill_I
        Component Name: NValue
        Component Type: MATH
        Business Purpose: This row represents a component in the GSTAccBill_I schema that calculates the cost of a bill by multiplying the bill base value with a parameter and dividing by 100.
        Technical Logic: The component_expr '-(BillBaseValue * Parameter1)/100' is a mathematical expression that calculates the cost by subtracting the product of BillBaseValue and Parameter1 from 100, effectively calculating a percentage.",NValue,GSTAccBill_I
GSTAccBill_I_PValue_106,"Schema Name: GSTAccBill_I
        Component Name: PValue
        Component Type: MATH
        Business Purpose: This row calculates the GST (Goods and Services Tax) cost as a percentage of the bill base value, using a parameter named 'Parameter1'.
        Technical Logic: The component 'PValue' in the 'GSTAccBill_I' schema uses a mathematical expression to calculate the GST cost, which is then used in the model 'MATH'. The expression '(BillBaseValue * Parameter1)/100' multiplies the bill base value by the parameter value and divides the result by 100 to get the GST cost.",PValue,GSTAccBill_I
GSTAccBill_I_Value_107,"Schema Name: GSTAccBill_I
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row defines a component in the GSTAccBill_I schema that calculates the total cost by adding the NValue and PValue.
        Technical Logic: The component_expr 'NValue+PValue' is evaluated to calculate the total cost, where NValue and PValue are likely numeric values representing different components of the cost.",Value,GSTAccBill_I
GSTAccBill_I_AmountinLocalCurrency_108,"Schema Name: GSTAccBill_I
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row represents a component in the GSTAccBill_I schema, specifically the 'AmountinLocalCurrency' component, which is used to calculate the cost in local currency.
        Technical Logic: The 'AmountinLocalCurrency' component is a mathematical operation (MATH) that takes the 'Value' as input and has a criteria count of 1, indicating it is used as a single criteria in the GSTAccBill_I model.",AmountinLocalCurrency,GSTAccBill_I
GSTAccBill_I_AmountinTransactionCurrency_109,"Schema Name: GSTAccBill_I
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a component in a GSTAccBill_I schema that calculates the amount in transaction currency by dividing the value by the exchange rate.
        Technical Logic: The backend operation involves a mathematical calculation where the 'Value' is divided by the 'ExchangeRate' to produce the 'AmountinTransactionCurrency'.",AmountinTransactionCurrency,GSTAccBill_I
ExpAccBill_I_GST_journalsno_110,"Schema Name: ExpAccBill_I_GST
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the 'ExpAccBill_I_GST' schema, specifically 'journalsno', which is a mathematical component of type 'MATH' used to calculate 'COST' based on a fixed value of 1.
        Technical Logic: The component 'journalsno' is a mathematical component that uses a fixed value of 1 to calculate 'COST', with a criteria count of 1, indicating it is a simple calculation.",journalsno,ExpAccBill_I_GST
ExpAccBill_I_GST_ExchangeRate_111,"Schema Name: ExpAccBill_I_GST
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate from the 'ExpAccBill_I_GST' schema for use in the 'Bill_Item' model, specifically for the 'COST' component, based on the document number, and the from and to period.
        Technical Logic: The 'FETCHFROMSCHEMA' component type uses the 'component_expr' to retrieve data from the 'ExpAccBill_I_GST' schema, which is then used in the 'Bill_Item' model. The 'component_expr' is a JSON object that maps field names to their corresponding values, allowing for dynamic data retrieval.",ExchangeRate,ExpAccBill_I_GST
ExpAccBill_I_GST_Parameter1_112,"Schema Name: ExpAccBill_I_GST
        Component Name: Parameter1
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the ExpAccBill_I_GST schema, specifically 'Parameter1', which is a SUMFROMSCHEMA type component that calculates the COST for the GSTAccBill_I model based on certain criteria.
        Technical Logic: The component_expr field contains a JSON object that specifies the fields to be used for the calculation, including documentnumber, ItemID, ForPrdFrom, and ForPrdTo. The criteria_count field indicates that there is only one set of criteria for this component.",Parameter1,ExpAccBill_I_GST
ExpAccBill_I_GST_BillBaseValue_113,"Schema Name: ExpAccBill_I_GST
        Component Name: BillBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the 'ExpAccBill_I_GST' schema, named 'BillBaseValue', which calculates the sum of 'COST' for the 'Bill_Item' model.
        Technical Logic: The component uses a SUMFROMSCHEMA operation, which aggregates data from a schema, and applies a filter based on the provided criteria. The component_expr is a JSON object that specifies the fields to be used in the aggregation.",BillBaseValue,ExpAccBill_I_GST
ExpAccBill_I_GST_NValue_114,"Schema Name: ExpAccBill_I_GST
        Component Name: NValue
        Component Type: MATH
        Business Purpose: This row calculates the GST (Goods and Services Tax) cost by subtracting 1% of the BillBaseValue multiplied by Parameter1.
        Technical Logic: The component_expr '-(BillBaseValue * Parameter1)/100' is a mathematical expression that calculates the GST cost. It multiplies the BillBaseValue by Parameter1, then subtracts 1% of the result, effectively calculating the GST cost.",NValue,ExpAccBill_I_GST
ExpAccBill_I_GST_PValue_115,"Schema Name: ExpAccBill_I_GST
        Component Name: PValue
        Component Type: MATH
        Business Purpose: This row calculates the GST (Goods and Services Tax) cost as a percentage of the bill base value, using a mathematical formula and a parameter.
        Technical Logic: The component_expr '(BillBaseValue * Parameter1)/100' is evaluated to calculate the GST cost, where BillBaseValue is the base value of the bill and Parameter1 is a parameter used in the calculation.",PValue,ExpAccBill_I_GST
ExpAccBill_I_GST_Value_116,"Schema Name: ExpAccBill_I_GST
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row defines a component 'Value' in the 'ExpAccBill_I_GST' schema, which calculates the total cost by adding 'NValue' and 'PValue' for mathematical model 'MATH'.
        Technical Logic: The component 'Value' uses a mathematical expression 'NValue+PValue' to calculate its value, where 'NValue' and 'PValue' are likely other components or values in the model, and 'COST' is the type of value being calculated for the 'MATH' model.",Value,ExpAccBill_I_GST
ExpAccBill_I_GST_AmountinLocalCurrency_117,"Schema Name: ExpAccBill_I_GST
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the ExpAccBill_I_GST schema that calculates the amount in local currency based on the cost value.
        Technical Logic: The component 'AmountinLocalCurrency' of type 'MATH' with value 'COST' and expression 'Value' is used in the 'ExpAccBill_I_GST' schema, likely for financial reporting purposes, and is associated with a single criteria.",AmountinLocalCurrency,ExpAccBill_I_GST
ExpAccBill_I_GST_AmountinTransactionCurrency_118,"Schema Name: ExpAccBill_I_GST
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row calculates the amount in transaction currency by dividing the value by the exchange rate for the 'ExpAccBill_I_GST' schema.
        Technical Logic: The 'AmountinTransactionCurrency' component uses a mathematical operation (MATH) to calculate the component_expr 'Value/ExchangeRate', which is then used in the 'ExpAccBill_I_GST' schema. The operation is of type 'COST' and is used once in the criteria.",AmountinTransactionCurrency,ExpAccBill_I_GST
TDSAccBill_I_journalsno_119,"Schema Name: TDSAccBill_I
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the TDSAccBill_I schema, specifically the 'journalsno' component, which is used to calculate the cost of a mathematical model (MATH) based on a single criteria.
        Technical Logic: The 'journalsno' component is a mathematical component that uses a simple expression (1) to calculate the cost of a model, where the component type is set to 'MATH' and the component type value is 'COST'. The component expression is hardcoded to 1, indicating a fixed value, and it is used in a single criteria.",journalsno,TDSAccBill_I
TDSAccBill_I_ExchangeRate_120,"Schema Name: TDSAccBill_I
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate from the schema 'COST' for the 'Bill_Item' model, likely used to calculate the cost of items in a bill.
        Technical Logic: The component 'ExchangeRate' uses the FETCHFROMSCHEMA component type to retrieve data from the 'COST' schema, with a criteria count of 1, and applies a simple expression to filter the data.",ExchangeRate,TDSAccBill_I
TDSAccBill_I_TDSRate_121,"Schema Name: TDSAccBill_I
        Component Name: TDSRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a component named 'TDSRate' in the 'TDSAccBill_I' schema, which fetches the 'COST' value from the 'Bill_Item' model.
        Technical Logic: The component_expr field uses a JSON object to specify the document fields 'documentnumber' and 'sectionname' to be fetched, and the criteria_count field indicates that this component is used in a single criteria.",TDSRate,TDSAccBill_I
TDSAccBill_I_AccBaseValue_122,"Schema Name: TDSAccBill_I
        Component Name: AccBaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of an item in a bill by summing the 'COST' field from the 'TDSAccBill_I' schema.
        Technical Logic: The 'AccBaseValue' component uses the 'SUMFROMSCHEMA' component type to aggregate the 'COST' field from the 'TDSAccBill_I' schema, based on the specified criteria, and returns the result as a JSON object.",AccBaseValue,TDSAccBill_I
TDSAccBill_I_ExpAmtPerc_123,"Schema Name: TDSAccBill_I
        Component Name: ExpAmtPerc
        Component Type: MATH
        Business Purpose: This row calculates the expense amount percentage for the TDSAccBill_I schema, using the MATH model, COST component type, and a formula that adds 100 to the TDS rate.
        Technical Logic: The component_expr '100 + TDSRate' is evaluated to calculate the expense amount percentage, where TDSRate is presumably a variable or field in the underlying data, and the result is used in the TDSAccBill_I schema with a criteria count of 1.",ExpAmtPerc,TDSAccBill_I
TDSAccBill_I_Value1_124,"Schema Name: TDSAccBill_I
        Component Name: Value1
        Component Type: MATH
        Business Purpose: This row calculates the TDS (Tax Deducted at Source) on a bill by multiplying the base value with the TDS rate and dividing by 100.
        Technical Logic: The component_expr 'AccBaseValue*TDSRate/100' is evaluated to calculate the TDS amount, where AccBaseValue is the base value and TDSRate is the TDS rate.",Value1,TDSAccBill_I
TDSAccBill_I_Value2_125,"Schema Name: TDSAccBill_I
        Component Name: Value2
        Component Type: MATH
        Business Purpose: This row calculates the cost of a bill by multiplying the base value with the tax rate and dividing by the expense amount percentage.
        Technical Logic: The component_expr 'AccBaseValue*TDSRate/ExpAmtPerc' is evaluated to calculate the cost, where AccBaseValue is the base value, TDSRate is the tax rate, and ExpAmtPerc is the expense amount percentage.",Value2,TDSAccBill_I
TDSAccBill_I_ProcessedTDSValue_126,"Schema Name: TDSAccBill_I
        Component Name: ProcessedTDSValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of processed TDS amounts in GSE, based on the link reference and section name.
        Technical Logic: The component_expr uses JSON to filter data by 'createdid' and 'accountclass', and the SUMFROMSCHEMA component_type aggregates the 'COST' value from the schema.",ProcessedTDSValue,TDSAccBill_I
TDSAccBill_I_Value_127,"Schema Name: TDSAccBill_I
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row defines a calculation component in the TDSAccBill_I schema, specifically calculating the total cost by summing 'Value1' and 'Value2'.
        Technical Logic: The component_expr '(Value1+Value2)' is evaluated as a mathematical expression, where 'Value1' and 'Value2' are likely other components or values in the model, and the result is used as the component_type_value 'COST'.",Value,TDSAccBill_I
TDSAccBill_I_AmountinLocalCurrency_128,"Schema Name: TDSAccBill_I
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the TDSAccBill_I schema that calculates the amount in local currency, specifically the cost, based on a value.
        Technical Logic: The component 'AmountinLocalCurrency' of type 'MATH' with value 'COST' is evaluated based on the 'Value' expression, and it is used in 1 criteria.",AmountinLocalCurrency,TDSAccBill_I
TDSAccBill_I_AmountinTransactionCurrency_129,"Schema Name: TDSAccBill_I
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a calculation component in the TDSAccBill_I schema, specifically calculating the amount in transaction currency by dividing the value by the exchange rate.
        Technical Logic: The component_expr 'Value/ExchangeRate' indicates that the component performs a mathematical operation, dividing the 'Value' by the 'ExchangeRate' to produce the 'AmountinTransactionCurrency'.",AmountinTransactionCurrency,TDSAccBill_I
ExpAccBill_I_TDS_journalsno_130,"Schema Name: ExpAccBill_I_TDS
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the 'ExpAccBill_I_TDS' schema that represents the journal number for a mathematical model 'MATH', specifically for calculating the 'COST' of a component.
        Technical Logic: The component 'journalsno' is a mathematical component of type 'MATH' with a value of 'COST' and an expression of '1', indicating it's a simple cost calculation. It has a criteria count of 1, suggesting it's a basic component with a single condition.",journalsno,ExpAccBill_I_TDS
ExpAccBill_I_TDS_ExchangeRate_131,"Schema Name: ExpAccBill_I_TDS
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate from the 'COST' schema for the 'Bill_Item' model, likely used to calculate the total cost of an item in an expense account bill.
        Technical Logic: The 'FETCHFROMSCHEMA' component fetches data from the 'COST' schema, using the 'component_expr' to filter by 'documentnumber', and returns the result to the 'Bill_Item' model.",ExchangeRate,ExpAccBill_I_TDS
ExpAccBill_I_TDS_Value1_132,"Schema Name: ExpAccBill_I_TDS
        Component Name: Value1
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the 'ExpAccBill_I_TDS' schema, specifically 'Value1', which is a SUMFROMSCHEMA type component that calculates the 'COST' for the 'TDSAccBill_I' model, based on certain criteria.
        Technical Logic: The component_expr field contains a JSON object that defines the fields to be used in the calculation, such as documentnumber, Itemid, sectionname, ForPrdFrom, ForPrdTo, and Linkref. The component_type_value 'COST' indicates that the component is calculating the total cost, and the component_type 'SUMFROMSCHEMA' suggests that the calculation is being performed on a schema level.",Value1,ExpAccBill_I_TDS
ExpAccBill_I_TDS_Value_133,"Schema Name: ExpAccBill_I_TDS
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row calculates the cost of a Value component in the ExpAccBill_I_TDS schema, subtracting Value1 from the result.
        Technical Logic: The component_expr '-(Value1)' is evaluated as a mathematical expression, where Value1 is another component, resulting in a cost calculation.",Value,ExpAccBill_I_TDS
ExpAccBill_I_TDS_AmountinLocalCurrency_134,"Schema Name: ExpAccBill_I_TDS
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row represents a calculation component in the ExpAccBill_I_TDS schema, specifically calculating the amount in local currency based on the 'Value' expression.
        Technical Logic: The component 'AmountinLocalCurrency' is a mathematical calculation (MATH) with a type value of 'COST', utilizing the 'Value' expression and having a single criteria, which is executed within the 'MATH' model (MATH).",AmountinLocalCurrency,ExpAccBill_I_TDS
ExpAccBill_I_TDS_AmountinTransactionCurrency_135,"Schema Name: ExpAccBill_I_TDS
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a calculation component in the 'ExpAccBill_I_TDS' schema, specifically 'AmountinTransactionCurrency', which calculates the cost of a transaction by dividing the 'Value' by the 'ExchangeRate'.
        Technical Logic: The component 'AmountinTransactionCurrency' is a mathematical calculation (component_type: 'MATH') that uses the formula 'Value/ExchangeRate' (component_expr) to determine the cost of a transaction, with a single criteria (criteria_count: 1) applied.",AmountinTransactionCurrency,ExpAccBill_I_TDS
RoundOffAcc_journalsno_136,"Schema Name: RoundOffAcc
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the RoundOffAcc schema that calculates the cost of journals with a single criteria.
        Technical Logic: The component_expr '1' indicates a fixed value, and the component_type 'MATH' with value 'COST' suggests a mathematical operation related to cost calculation. The criteria_count of 1 implies that this component is based on a single criterion.",journalsno,RoundOffAcc
RoundOffAcc_AmountinLocalCurrency_137,"Schema Name: RoundOffAcc
        Component Name: AmountinLocalCurrency
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the cost of a bill from a schema named RoundOffAcc, specifically the 'AmountinLocalCurrency' component, and uses it as a criteria in a model.
        Technical Logic: The FETCHFROMSCHEMA component_type executes a query on the RoundOffAcc schema to retrieve the 'AmountinLocalCurrency' component, which is then used as a criteria in the model with model_id 'Bill_H'.",AmountinLocalCurrency,RoundOffAcc
RoundOffAcc_AmountinTransactionCurrency_138,"Schema Name: RoundOffAcc
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the RoundOffAcc schema that calculates the amount in transaction currency based on the cost in local currency.
        Technical Logic: The component 'AmountinTransactionCurrency' is a mathematical operation (MATH) that takes the 'AmountinLocalCurrency' as input and returns the result as 'COST', with a criteria count of 1.",AmountinTransactionCurrency,RoundOffAcc
CrAccBill_I_journalsno_139,"Schema Name: CrAccBill_I
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the 'CrAccBill_I' schema that represents the journal number for a mathematical model 'MATH', specifically for cost calculations.
        Technical Logic: The component 'journalsno' is a mathematical component of type 'MATH' with a value of 'COST', evaluated as a constant '1', and is used in a single criteria.",journalsno,CrAccBill_I
CrAccBill_I_ExchangeRate_140,"Schema Name: CrAccBill_I
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the exchange rate from the schema 'CrAccBill_I' for the 'Bill_Item' model, specifically for the 'COST' component, and uses it as a criteria for the current document number.
        Technical Logic: The component_expr '{\""documentnumber\"":\""documentnumber\""}' is used to fetch the exchange rate from the schema 'CrAccBill_I' for the 'Bill_Item' model, where the 'documentnumber' is used as a criteria. The component_type 'FETCHFROMSCHEMA' indicates that the data is fetched from a schema, and the component_type_value 'COST' specifies the type of data being fetched.",ExchangeRate,CrAccBill_I
